from,to,module
10603,9952,13
10603,9217,13
10603,10055,13
10603,10547,13
10603,9964,13
10603,10114,13
10604,3,13
10604,4,13
10605,3,13
10605,4,13
10605,9334,13
10605,9535,13
10605,10212,13
10605,10148,13
10605,10191,13
10605,10055,13
10605,9075,13
10605,10186,13
10605,10519,13
10605,9747,13
10605,10097,13
10605,9067,13
10605,9699,13
10605,9658,13
10605,9900,13
10605,9697,13
10605,10170,13
10605,10374,13
10605,9727,13
10605,10372,13
10605,10341,13
10605,10426,13
10605,10544,13
10605,10232,13
10605,9229,13
10605,9232,13
10605,9454,13
10605,10417,13
10605,9370,13
10605,10335,13
10605,9839,13
10605,9543,13
10605,9378,13
10605,9625,13
10605,9776,13
10605,9197,13
10606,3,13
10606,9142,13
10606,9839,13
10606,10504,13
10607,3,13
10607,4,13
10608,3,13
10608,4,13
10609,9067,13
10609,10103,13
10609,9625,13
10610,4,13
10610,10055,13
10610,10319,13
10610,10170,13
10610,10372,13
10610,10621,13
10610,9776,13
10610,9424,13
10610,9860,13
10610,9510,13
10610,10574,13
10610,10374,13
10610,9161,13
10610,9501,13
10610,9937,13
10610,9987,13
10610,9355,13
10610,9847,13
10610,9913,13
10610,9721,13
10610,9370,13
10610,9414,13
10610,9269,13
10610,9606,13
10610,10519,13
10610,10503,13
10610,9700,13
10610,9535,13
10610,10102,13
10610,10114,13
10610,9075,13
10610,10240,13
10610,9895,13
10610,10232,13
10610,9742,13
10610,9839,13
10610,9299,13
10610,10187,13
10610,9865,13
10610,9791,13
10610,9506,13
10610,10504,13
10610,10544,13
10610,9205,13
10610,9378,13
10610,10339,13
10610,9658,13
10610,9067,13
10610,10408,13
10610,10229,13
10610,10129,13
10611,4,13
10612,3,13
10612,4,13
10613,3,13
10613,4,13
10614,3,13
10614,4,13
10614,9867,13
10614,9211,13
10614,9078,13
10614,9355,13
10614,9658,13
10614,9952,13
10614,10177,13
10614,10374,13
10614,9205,13
10614,9697,13
10614,10595,13
10614,9419,13
10614,9980,13
10614,10467,13
10614,10170,13
10614,9370,13
10614,9161,13
10614,9075,13
10614,9569,13
10614,9773,13
10614,9850,13
10614,9996,13
10614,9480,13
10614,9776,13
10614,10212,13
10614,10049,13
10614,10544,13
10614,10114,13
10614,10307,13
10614,10576,13
10614,10532,13
10614,10294,13
10614,9334,13
10614,9424,13
10614,10562,13
10614,9416,13
10614,9328,13
10614,10203,13
10614,9700,13
10614,9674,13
10614,9593,13
10614,10111,13
10615,3,13
10615,4,13
10615,10608,13
10615,10357,13
10615,9370,13
10615,10114,13
10615,9243,13
10615,9776,13
10615,9183,13
10615,10021,13
10615,9197,13
10615,9863,13
10615,9269,13
10615,9378,13
10615,10014,13
10615,10374,13
10615,10616,13
10615,10437,13
10615,9433,13
10615,9340,13
10615,10073,13
10615,10574,13
10615,9865,13
10615,9161,13
10615,9075,13
10615,9467,13
10615,10231,13
10615,10468,13
10615,9860,13
10615,9560,13
10615,10170,13
10616,4,13
10616,10343,13
10616,10049,13
10617,3,13
10617,10103,13
10618,3,13
10618,4,13
10619,3,13
10619,4,13
10620,3,13
10620,9776,13
10620,9911,13
10621,3,13
1,10981,14
1,10941,14
1,12008,14
1,11843,14
1,11230,14
1,11838,14
1,11267,14
1,12095,14
1,11073,14
1,11342,14
1,12058,14
1,10864,14
1,11475,14
1,10729,14
1,11386,14
1,11325,14
1,11772,14
1,11183,14
1,11436,14
1,10871,14
1,11725,14
1,10788,14
1,11107,14
1,10669,14
1,11316,14
1,12052,14
1,10823,14
1,10724,14
1,10734,14
1,11591,14
1,11399,14
1,11276,14
1,10830,14
1,10836,14
1,10706,14
1,11338,14
1,11773,14
1,11390,14
1,12099,14
1,11878,14
1,11944,14
1,11789,14
1,11857,14
1,11590,14
1,11340,14
1,11805,14
1,11649,14
1,11352,14
1,10932,14
1,11664,14
1,11113,14
1,10738,14
1,11964,14
1,10972,14
1,10643,14
1,11359,14
1,11236,14
1,11689,14
1,10765,14
1,11091,14
1,11079,14
1,11100,14
1,11715,14
1,11889,14
1,11202,14
1,10758,14
1,12115,14
1,12073,14
1,11056,14
1,11596,14
1,10670,14
1,11108,14
1,12050,14
1,11379,14
1,10848,14
1,10701,14
1,10685,14
1,11953,14
1,10815,14
1,10721,14
1,11295,14
1,10647,14
1,11470,14
1,11513,14
1,10824,14
1,10985,14
1,11159,14
1,11887,14
1,11255,14
1,11351,14
1,11140,14
1,12038,14
1,11810,14
1,12156,14
1,11616,14
1,10800,14
1,11575,14
1,10678,14
1,10933,14
1,11365,14
1,11257,14
1,11884,14
1,11692,14
1,11787,14
1,10912,14
1,11430,14
1,11017,14
1,10624,14
1,10955,14
1,10822,14
1,11168,14
1,10979,14
1,11687,14
1,11712,14
1,11643,14
1,11517,14
1,10722,14
1,11327,14
1,11696,14
1,10635,14
1,11827,14
1,10879,14
1,11504,14
1,11123,14
1,11356,14
1,12103,14
1,11162,14
1,11286,14
1,11995,14
1,11898,14
1,11127,14
1,11179,14
1,10710,14
1,11691,14
1,12015,14
1,10834,14
1,12088,14
1,12004,14
1,11284,14
1,11583,14
1,11635,14
1,11620,14
1,11444,14
1,11875,14
1,10713,14
1,10911,14
1,11690,14
1,11820,14
1,10661,14
1,11471,14
1,11210,14
1,11873,14
1,11043,14
1,12024,14
1,11724,14
1,11757,14
1,11902,14
1,11624,14
1,11080,14
1,11054,14
1,11552,14
1,11702,14
1,11137,14
1,2,14
1,11996,14
1,11195,14
1,11472,14
1,11360,14
1,11371,14
1,11835,14
1,10948,14
1,11924,14
1,11335,14
1,10651,14
1,11106,14
1,11570,14
1,10623,14
1,11677,14
1,10699,14
1,11105,14
1,11350,14
1,11152,14
1,10866,14
1,11022,14
1,11103,14
1,11744,14
1,10863,14
1,12111,14
1,11760,14
1,11735,14
1,11937,14
1,11285,14
1,12093,14
1,11536,14
1,11432,14
1,11146,14
1,11046,14
1,10751,14
1,11449,14
1,11499,14
1,11984,14
1,11986,14
1,11348,14
1,11290,14
1,11785,14
1,12019,14
1,12114,14
1,10930,14
1,11060,14
1,11488,14
1,12091,14
1,12146,14
1,11544,14
1,11774,14
1,12037,14
1,11627,14
1,10873,14
1,11701,14
1,11938,14
1,11895,14
1,11908,14
1,11865,14
1,11819,14
1,11041,14
1,11300,14
1,11659,14
1,11671,14
1,11573,14
1,10812,14
1,11971,14
1,10819,14
1,10787,14
1,11541,14
1,12074,14
1,10925,14
1,11161,14
1,11930,14
1,11779,14
1,12105,14
1,10785,14
1,10810,14
1,11854,14
1,11795,14
1,11858,14
1,12162,14
1,11703,14
1,12034,14
1,11876,14
1,11657,14
1,12086,14
1,11985,14
1,12130,14
1,11764,14
1,10814,14
1,11750,14
1,10768,14
1,11388,14
1,11157,14
1,11872,14
1,12140,14
1,11193,14
1,10928,14
1,12120,14
1,11797,14
1,11009,14
1,11268,14
1,11023,14
1,11999,14
1,11571,14
1,11169,14
1,12017,14
1,11346,14
1,10637,14
1,10825,14
1,11364,14
1,11490,14
1,11965,14
1,11585,14
1,11015,14
1,10954,14
1,11670,14
1,11540,14
1,10901,14
1,11094,14
1,10719,14
1,10728,14
1,10656,14
1,11142,14
1,10811,14
1,11111,14
1,11533,14
1,11589,14
1,10733,14
1,11207,14
1,11839,14
1,12127,14
1,10808,14
1,11934,14
1,10629,14
1,11463,14
1,11452,14
1,11393,14
1,11802,14
1,11546,14
1,11963,14
1,10792,14
1,10821,14
1,11019,14
1,11213,14
1,11897,14
1,12169,14
1,11621,14
1,11313,14
1,10641,14
1,11563,14
1,10803,14
1,11495,14
1,11154,14
1,11882,14
1,10942,14
1,11431,14
1,12032,14
1,10795,14
1,11661,14
1,10695,14
1,11362,14
1,11135,14
1,11292,14
1,11679,14
1,11770,14
1,10683,14
1,11665,14
1,11581,14
1,11007,14
1,11914,14
1,11122,14
1,10895,14
1,12079,14
1,11806,14
1,11033,14
1,11429,14
1,11502,14
1,11266,14
1,11163,14
1,10995,14
1,10682,14
1,11125,14
1,10694,14
1,11280,14
1,11443,14
1,11512,14
1,11318,14
1,10645,14
1,12145,14
1,11733,14
1,10887,14
1,11941,14
1,11821,14
1,11305,14
1,11615,14
1,11005,14
1,11457,14
1,11048,14
1,10850,14
1,12009,14
1,11814,14
1,11646,14
1,11913,14
1,11204,14
1,11962,14
1,10804,14
1,10872,14
1,11491,14
1,11259,14
1,11912,14
1,11966,14
1,12076,14
1,11263,14
1,11074,14
1,11045,14
1,11799,14
1,11832,14
1,10861,14
1,11826,14
1,12064,14
1,12107,14
1,11721,14
1,11925,14
1,11165,14
1,11543,14
1,11673,14
1,11507,14
1,10807,14
1,10886,14
1,11829,14
1,10711,14
1,11121,14
1,11981,14
1,11695,14
1,11000,14
1,10851,14
1,11131,14
1,11859,14
1,11654,14
1,11424,14
1,11568,14
1,11473,14
1,11433,14
1,11171,14
1,11483,14
1,11206,14
1,10739,14
1,11550,14
1,11905,14
1,11700,14
1,11282,14
1,11331,14
1,12147,14
1,10970,14
1,12075,14
1,11586,14
1,11519,14
1,12027,14
1,11153,14
1,12022,14
1,10952,14
1,11066,14
1,11988,14
1,11133,14
1,11392,14
1,10980,14
1,12082,14
1,10826,14
1,12041,14
1,11191,14
1,11174,14
1,11237,14
1,11619,14
1,12153,14
1,11450,14
1,11881,14
1,11528,14
1,11669,14
1,11051,14
1,12134,14
1,10743,14
1,12148,14
1,11341,14
1,11297,14
1,11847,14
1,11642,14
1,11093,14
1,10835,14
1,11893,14
1,10707,14
1,11273,14
1,11031,14
1,11709,14
1,11493,14
1,12176,14
1,11071,14
1,11531,14
1,11261,14
1,11026,14
1,11604,14
1,11012,14
1,10840,14
1,11217,14
1,11699,14
1,10916,14
1,10642,14
1,11711,14
1,11384,14
1,11262,14
1,10919,14
1,11004,14
1,11848,14
1,11221,14
1,11099,14
1,11576,14
1,10891,14
1,11946,14
1,10896,14
1,11460,14
1,10890,14
1,11648,14
1,11698,14
1,10692,14
1,11466,14
1,11630,14
1,10774,14
1,10762,14
1,11224,14
1,11441,14
1,11525,14
1,10653,14
1,12035,14
1,10650,14
1,10652,14
1,10964,14
1,11314,14
1,11863,14
1,11178,14
1,11800,14
1,11803,14
1,11289,14
1,12137,14
1,11150,14
1,11039,14
1,11991,14
1,10885,14
1,11492,14
1,11374,14
1,11369,14
1,11408,14
1,10793,14
1,11410,14
1,12128,14
1,10986,14
1,12043,14
1,12152,14
1,11307,14
1,10749,14
1,11343,14
1,11527,14
1,10944,14
1,11951,14
1,10717,14
1,11522,14
1,11008,14
1,12118,14
1,11577,14
1,11370,14
1,11187,14
1,10816,14
1,10969,14
1,11629,14
1,11363,14
1,11921,14
1,10953,14
1,10974,14
1,11065,14
1,11069,14
1,11822,14
1,11559,14
1,10690,14
1,11662,14
1,10915,14
1,11453,14
1,10888,14
1,11423,14
1,12049,14
1,10632,14
1,12070,14
1,11322,14
1,11303,14
1,10680,14
1,11784,14
1,12077,14
1,12080,14
1,12061,14
1,12174,14
1,10881,14
1,12039,14
1,12026,14
1,11675,14
1,10828,14
1,11970,14
1,11707,14
1,11101,14
1,11480,14
1,11063,14
1,11656,14
1,11833,14
1,10777,14
1,12132,14
1,11849,14
1,11792,14
1,10665,14
1,11768,14
1,11567,14
1,11523,14
1,11366,14
1,11637,14
1,11312,14
1,12067,14
1,11601,14
1,11018,14
1,12047,14
1,11049,14
1,10856,14
1,11279,14
1,11846,14
1,11681,14
1,12122,14
1,11182,14
1,12028,14
1,12131,14
1,11201,14
1,11636,14
1,11587,14
1,11736,14
1,11234,14
1,10750,14
1,11804,14
1,12136,14
1,10841,14
1,10726,14
1,11199,14
1,11840,14
1,11704,14
1,10764,14
1,11761,14
1,11302,14
1,11809,14
1,11281,14
1,12090,14
1,12045,14
1,12151,14
1,12157,14
1,10644,14
1,11955,14
1,10880,14
1,12133,14
1,10926,14
1,10968,14
1,11241,14
1,10961,14
1,10852,14
1,10752,14
1,11258,14
1,11283,14
1,12135,14
1,11052,14
1,10870,14
1,11730,14
1,11983,14
1,11959,14
1,11021,14
1,10965,14
1,11398,14
1,11025,14
1,11738,14
1,10693,14
1,11294,14
1,10700,14
1,11442,14
1,10763,14
1,11994,14
1,10742,14
1,10883,14
1,10927,14
1,10779,14
1,11771,14
1,11455,14
1,11720,14
1,11321,14
1,11807,14
1,10992,14
1,12040,14
1,11269,14
1,10798,14
1,10899,14
1,12006,14
1,11148,14
1,10892,14
1,11498,14
1,11957,14
1,11014,14
1,11734,14
1,11866,14
1,11119,14
1,11440,14
1,11469,14
1,11277,14
1,11836,14
1,11992,14
1,10971,14
1,11333,14
1,11640,14
1,10666,14
1,11942,14
1,11034,14
1,10703,14
1,11355,14
1,11427,14
1,11155,14
1,12042,14
1,11606,14
1,10818,14
1,11729,14
1,11345,14
1,11247,14
1,12046,14
1,12154,14
1,11467,14
1,11694,14
1,12161,14
1,11274,14
1,11373,14
1,10868,14
1,11116,14
1,12168,14
1,11078,14
1,10918,14
1,11556,14
1,11151,14
1,10867,14
1,11530,14
1,11391,14
1,11189,14
1,11446,14
1,11050,14
1,11641,14
1,10904,14
1,11537,14
1,10842,14
1,11328,14
1,10849,14
1,11288,14
1,10782,14
1,10746,14
1,11717,14
1,10714,14
1,12126,14
1,11753,14
1,11260,14
1,11324,14
1,12101,14
1,11367,14
1,11088,14
1,11574,14
1,10660,14
1,11850,14
1,11309,14
1,12173,14
1,11688,14
1,11057,14
1,12179,14
1,10878,14
1,10649,14
1,11477,14
1,10654,14
1,12005,14
1,10770,14
1,11667,14
1,11572,14
1,11306,14
1,10910,14
1,11918,14
1,11746,14
1,11175,14
1,10760,14
1,11928,14
1,11950,14
1,10900,14
1,11231,14
1,11749,14
1,11532,14
1,10671,14
1,11509,14
1,11600,14
1,11245,14
1,10876,14
1,11783,14
1,11674,14
1,10857,14
1,10905,14
1,10983,14
1,11215,14
1,10962,14
1,11203,14
1,10672,14
1,12011,14
1,10956,14
1,11448,14
1,12108,14
1,11542,14
1,11239,14
1,10838,14
1,12089,14
1,11132,14
1,11456,14
1,12066,14
1,10780,14
1,11129,14
1,11976,14
1,11167,14
1,11445,14
1,11917,14
1,11219,14
1,11831,14
1,11910,14
1,11842,14
1,10667,14
1,11740,14
1,11727,14
1,11891,14
1,12164,14
1,10859,14
1,11678,14
1,10723,14
1,11751,14
1,11184,14
1,10884,14
1,11368,14
1,10658,14
1,11205,14
1,11476,14
1,10674,14
1,11068,14
1,10801,14
1,10935,14
1,10716,14
1,11409,14
1,11118,14
1,11811,14
1,11666,14
1,10854,14
1,11526,14
1,10625,14
1,11726,14
1,11680,14
1,11425,14
1,11496,14
1,12014,14
1,11177,14
1,10727,14
1,11053,14
1,10718,14
1,11737,14
1,12018,14
1,11514,14
1,11909,14
1,10874,14
1,11582,14
1,11860,14
1,11890,14
1,11743,14
1,11353,14
1,11982,14
1,11623,14
1,11403,14
1,10839,14
1,11220,14
1,11464,14
1,11232,14
1,10627,14
1,11888,14
1,11801,14
1,10862,14
1,10832,14
1,10909,14
1,11058,14
1,11658,14
1,11420,14
1,10973,14
1,10771,14
1,11786,14
1,11929,14
1,10959,14
1,11082,14
1,11144,14
1,11109,14
1,10855,14
1,11972,14
1,11660,14
1,11102,14
1,11521,14
1,11794,14
1,10657,14
1,11064,14
1,11778,14
1,11886,14
1,11758,14
1,11447,14
1,11139,14
1,10817,14
1,11841,14
1,10875,14
1,11308,14
1,11796,14
1,11001,14
1,11644,14
1,11579,14
1,10740,14
1,12121,14
1,11633,14
1,10698,14
1,11428,14
1,11011,14
1,11248,14
1,12002,14
1,11668,14
1,10831,14
1,12178,14
1,10963,14
1,12149,14
1,10732,14
1,11438,14
1,11192,14
1,10622,14
1,11844,14
1,11389,14
1,11474,14
1,11486,14
1,12030,14
1,11323,14
1,11767,14
1,11766,14
1,10833,14
1,12124,14
1,12057,14
1,12138,14
1,12062,14
1,11682,14
1,12060,14
1,11732,14
1,10715,14
1,12063,14
1,11812,14
1,11497,14
1,12083,14
1,11330,14
1,10731,14
1,11396,14
1,11434,14
1,10809,14
1,11871,14
1,11238,14
1,11564,14
1,11788,14
1,11437,14
1,11081,14
1,11347,14
1,11722,14
1,10947,14
1,10869,14
1,11580,14
1,10737,14
1,11411,14
1,11395,14
1,10790,14
1,12068,14
1,11385,14
1,11482,14
1,11613,14
1,10813,14
1,11024,14
1,11903,14
1,11618,14
1,12100,14
1,11780,14
1,11110,14
1,11562,14
1,10960,14
1,10897,14
1,11987,14
1,11315,14
1,11329,14
1,10903,14
1,12155,14
1,11120,14
1,10748,14
1,11223,14
1,11405,14
1,11864,14
1,11358,14
1,11419,14
1,10990,14
1,11969,14
1,10806,14
1,11554,14
1,11647,14
1,11628,14
1,11228,14
1,11997,14
1,11485,14
1,12163,14
1,11085,14
1,10988,14
1,11705,14
1,10664,14
1,11684,14
1,12102,14
1,10907,14
1,11561,14
1,11402,14
1,11745,14
1,10945,14
1,11291,14
1,11349,14
1,11002,14
1,11974,14
1,10756,14
1,11961,14
1,10906,14
1,11686,14
1,11412,14
1,10772,14
1,10673,14
1,11672,14
1,11170,14
1,11158,14
1,10681,14
1,11006,14
1,10638,14
1,11243,14
1,11421,14
1,12113,14
1,12087,14
1,12010,14
1,10943,14
1,10773,14
1,10753,14
1,11310,14
1,11916,14
1,11755,14
1,11062,14
1,11209,14
1,12171,14
1,10662,14
1,11569,14
1,11253,14
1,10684,14
1,11059,14
1,10741,14
1,12106,14
1,11588,14
1,11634,14
1,11879,14
1,11468,14
1,11339,14
1,10663,14
1,11240,14
1,12175,14
1,12119,14
1,12123,14
1,12177,14
1,10865,14
1,11845,14
1,11610,14
1,10893,14
1,11919,14
1,11899,14
1,10677,14
1,11311,14
1,11718,14
1,11028,14
1,11597,14
1,11225,14
1,11143,14
1,10977,14
1,11611,14
1,11638,14
1,11439,14
1,11244,14
1,10999,14
1,10949,14
1,10639,14
1,10996,14
1,12117,14
1,10735,14
1,11378,14
1,11594,14
1,12033,14
1,11798,14
1,10853,14
1,11229,14
1,11070,14
1,11632,14
1,11416,14
1,11539,14
1,11208,14
1,11293,14
1,11973,14
1,11534,14
1,11547,14
1,11089,14
1,11250,14
1,11272,14
1,11096,14
1,11936,14
1,10978,14
1,10797,14
1,10966,14
1,11639,14
1,11989,14
1,11896,14
1,10655,14
1,12021,14
1,12025,14
1,10791,14
1,11861,14
1,11141,14
1,12007,14
1,10634,14
1,11218,14
1,10759,14
1,11683,14
1,10805,14
1,10679,14
1,11414,14
1,11622,14
1,11376,14
1,11595,14
1,11911,14
1,11920,14
1,11075,14
1,12094,14
1,11901,14
1,11915,14
1,10775,14
1,10747,14
1,12072,14
1,11086,14
1,11851,14
1,11837,14
1,11494,14
1,11375,14
1,11603,14
1,11160,14
1,11478,14
1,11173,14
1,11003,14
1,10902,14
1,11867,14
1,11401,14
1,11010,14
1,11714,14
1,11593,14
1,10937,14
1,11134,14
1,10844,14
1,11782,14
1,11813,14
1,11124,14
1,11304,14
1,11186,14
1,11939,14
1,11791,14
1,11422,14
1,10837,14
1,11834,14
1,12065,14
1,11551,14
1,11968,14
1,11713,14
1,11926,14
1,11188,14
1,10860,14
1,11185,14
1,11222,14
1,12142,14
1,11320,14
1,11817,14
1,12071,14
1,11361,14
1,11211,14
1,11038,14
1,11945,14
1,11275,14
1,12110,14
1,11083,14
1,11176,14
1,11856,14
1,11489,14
1,11862,14
1,11524,14
1,10687,14
1,11609,14
1,11967,14
1,11949,14
1,11769,14
1,11377,14
1,11270,14
1,10993,14
1,11980,14
1,11487,14
1,12096,14
1,11407,14
1,12144,14
1,11823,14
1,10847,14
1,11651,14
1,11759,14
1,11200,14
1,11380,14
1,10976,14
1,12109,14
1,10997,14
1,10934,14
1,11747,14
1,12141,14
1,11853,14
1,10820,14
1,11055,14
1,11754,14
1,11538,14
1,11196,14
1,11553,14
1,12167,14
1,11164,14
1,11510,14
1,12172,14
1,11114,14
1,10708,14
1,11319,14
1,11752,14
1,10998,14
1,11830,14
1,11194,14
1,11397,14
1,11742,14
1,11190,14
1,12139,14
1,11599,14
1,11978,14
1,10633,14
1,12112,14
1,10931,14
1,11557,14
1,11264,14
1,11998,14
1,12031,14
1,11607,14
1,11958,14
1,11037,14
1,11042,14
1,10730,14
1,11198,14
1,11855,14
1,11676,14
1,10939,14
1,11242,14
1,11181,14
1,11435,14
1,11631,14
1,12020,14
1,10794,14
1,11415,14
1,12098,14
1,11602,14
1,11459,14
1,11852,14
1,10688,14
1,11775,14
1,11653,14
1,11147,14
1,11625,14
1,10957,14
1,11252,14
1,10917,14
1,11095,14
1,10702,14
1,11927,14
1,10796,14
1,11115,14
1,11894,14
1,12165,14
1,11036,14
1,10827,14
1,11501,14
1,11233,14
1,12150,14
1,10769,14
1,11344,14
1,12129,14
1,11535,14
1,11451,14
1,11869,14
1,11935,14
1,11413,14
1,10802,14
1,10689,14
1,11172,14
1,11251,14
1,12001,14
1,11040,14
1,11765,14
1,10784,14
1,11900,14
1,11828,14
1,11617,14
1,10908,14
1,11960,14
1,11254,14
1,11357,14
1,11877,14
1,11756,14
1,11808,14
1,11298,14
1,12170,14
1,10987,14
1,11723,14
1,11685,14
1,11518,14
1,11515,14
1,10736,14
1,10675,14
1,11516,14
1,10720,14
1,11932,14
1,11197,14
1,11128,14
1,11608,14
1,10923,14
1,12069,14
1,12078,14
1,10754,14
1,10946,14
1,10783,14
1,10921,14
1,11016,14
1,11880,14
1,10958,14
1,11076,14
1,10776,14
1,11503,14
1,11246,14
1,11781,14
1,11818,14
1,10712,14
1,11180,14
1,12029,14
1,10938,14
1,11249,14
1,10877,14
1,11566,14
1,11097,14
1,11287,14
1,10659,14
1,11484,14
1,10951,14
1,12051,14
1,11731,14
1,11500,14
1,11020,14
1,12036,14
1,11560,14
1,11993,14
1,11406,14
1,11990,14
1,10940,14
1,11824,14
1,11336,14
1,10761,14
1,11508,14
1,11943,14
2,11194,14
2,10865,14
2,11351,14
2,11611,14
2,11477,14
2,11901,14
2,11838,14
2,10639,14
2,11495,14
2,11308,14
2,11653,14
2,11364,14
2,10804,14
2,11291,14
2,11173,14
2,11929,14
2,10849,14
2,10685,14
2,11282,14
2,10903,14
2,11370,14
2,10633,14
2,11083,14
2,10761,14
2,10713,14
2,12124,14
2,10977,14
2,11535,14
2,10866,14
2,11235,14
2,12065,14
2,12087,14
2,11163,14
2,10957,14
2,10654,14
2,11033,14
2,11879,14
2,11381,14
2,10679,14
2,10954,14
2,11819,14
2,11472,14
2,12015,14
2,12040,14
2,11927,14
2,11749,14
2,11568,14
2,11127,14
2,11360,14
2,10799,14
2,10889,14
2,10665,14
2,11662,14
2,10947,14
2,11420,14
2,12175,14
2,11789,14
2,11085,14
2,10728,14
2,11989,14
2,11460,14
2,11826,14
2,11440,14
2,11158,14
2,10647,14
2,11621,14
2,10782,14
2,11314,14
2,11746,14
2,11550,14
2,11447,14
2,11231,14
2,11993,14
2,11032,14
2,11531,14
2,11125,14
2,11335,14
2,10990,14
2,10793,14
2,10862,14
2,10634,14
2,11867,14
2,11703,14
2,11181,14
2,11097,14
2,1,14
10622,1,14
10623,1,14
10623,2,14
10624,1,14
10625,2,14
10626,1,14
10626,2,14
10627,1,14
10627,2,14
10628,1,14
10628,2,14
10629,1,14
10629,2,14
10630,1,14
10630,2,14
10630,10996,14
10630,11192,14
10630,11284,14
10630,11826,14
10630,11294,14
10630,11693,14
10630,11139,14
10630,11253,14
10630,11869,14
10630,11343,14
10630,10844,14
10630,11077,14
10630,11080,14
10630,11040,14
10630,11130,14
10630,11859,14
10630,11344,14
10630,11509,14
10630,11725,14
10630,10651,14
10630,11025,14
10630,11860,14
10630,11546,14
10630,11153,14
10630,11295,14
10630,12150,14
10630,11127,14
10630,12027,14
10630,12111,14
10630,11471,14
10630,12080,14
10630,12005,14
10630,11645,14
10630,10678,14
10630,11771,14
10630,12166,14
10630,11191,14
10630,10693,14
10630,12052,14
10630,11675,14
10630,10810,14
10630,11260,14
10630,11977,14
10630,11400,14
10630,11392,14
10630,12077,14
10630,12079,14
10630,11792,14
10630,11870,14
10630,11360,14
10630,10939,14
10630,11652,14
10630,11247,14
10630,12016,14
10630,10851,14
10630,11131,14
10630,10912,14
10630,11936,14
10630,11421,14
10630,10840,14
10630,11896,14
10630,11028,14
10630,12149,14
10630,10941,14
10630,11252,14
10630,11719,14
10630,11440,14
10630,11462,14
10630,11293,14
10630,10892,14
10630,11090,14
10630,12110,14
10630,11838,14
10630,10752,14
10630,11584,14
10630,10648,14
10630,11991,14
10630,10773,14
10630,11132,14
10630,11029,14
10631,1,14
10631,2,14
10632,1,14
10632,2,14
10633,1,14
10633,2,14
10633,11936,14
10634,1,14
10635,1,14
10636,1,14
10636,2,14
10637,2,14
10638,1,14
10638,2,14
10638,12005,14
10638,11869,14
10638,11810,14
10638,11936,14
10638,11156,14
10638,11668,14
10638,10789,14
10638,11382,14
10638,10787,14
10638,11823,14
10638,11856,14
10638,11139,14
10638,11044,14
10638,12150,14
10638,11080,14
10638,11284,14
10638,11387,14
10638,11262,14
10638,12098,14
10638,10651,14
10638,11247,14
10638,11695,14
10638,11344,14
10638,11719,14
10638,10846,14
10638,11977,14
10638,11881,14
10638,10658,14
10638,11588,14
10638,10705,14
10638,12077,14
10638,11413,14
10638,10763,14
10638,11596,14
10638,11717,14
10638,11504,14
10638,10637,14
10638,11077,14
10638,10978,14
10638,11901,14
10638,11253,14
10638,11371,14
10638,12064,14
10638,10898,14
10638,11788,14
10638,11825,14
10638,11360,14
10638,11356,14
10638,11122,14
10638,11351,14
10638,11838,14
10638,11728,14
10638,12166,14
10638,11343,14
10639,2,14
10640,1,14
10640,2,14
10641,1,14
10642,1,14
10642,2,14
10642,11259,14
10642,11693,14
10642,11996,14
10642,11470,14
10642,11253,14
10642,10900,14
10642,12133,14
10642,10622,14
10642,11869,14
10642,10994,14
10642,11284,14
10642,11719,14
10642,12005,14
10642,11308,14
10642,11044,14
10642,10939,14
10642,11042,14
10642,11776,14
10642,11838,14
10642,12077,14
10642,11936,14
10642,11295,14
10642,10782,14
10642,11400,14
10642,11650,14
10642,10781,14
10642,11131,14
10642,11080,14
10642,10729,14
10642,11885,14
10642,10901,14
10642,11260,14
10642,11546,14
10642,10732,14
10642,11360,14
10642,11371,14
10643,1,14
10643,2,14
10644,1,14
10644,2,14
10645,1,14
10645,2,14
10646,1,14
10646,2,14
10647,1,14
10648,1,14
10648,2,14
10648,11993,14
10648,12019,14
10648,10919,14
10648,11546,14
10648,11247,14
10648,11588,14
10648,11540,14
10648,12162,14
10648,11132,14
10648,11077,14
10648,11869,14
10648,10803,14
10648,11668,14
10648,11040,14
10648,11361,14
10648,11284,14
10648,12005,14
10648,11413,14
10648,11080,14
10648,11010,14
10648,11652,14
10648,12083,14
10648,10651,14
10648,11090,14
10648,11549,14
10648,11936,14
10648,11122,14
10648,11963,14
10648,10662,14
10648,12080,14
10648,10914,14
10648,10764,14
10648,11360,14
10648,11966,14
10648,10844,14
10648,11344,14
10648,11183,14
10648,10631,14
10648,11359,14
10648,11725,14
10648,12027,14
10648,11615,14
10648,10870,14
10648,11863,14
10648,11421,14
10648,11635,14
10648,11260,14
10648,10984,14
10648,11835,14
10648,11741,14
10648,11139,14
10648,10915,14
10648,11719,14
10648,11238,14
10648,10973,14
10648,11832,14
10648,11509,14
10648,11825,14
10648,11331,14
10648,10824,14
10648,12075,14
10648,11479,14
10648,11761,14
10648,11445,14
10648,10690,14
10648,10835,14
10648,11335,14
10648,11127,14
10648,11531,14
10648,11977,14
10648,12166,14
10648,11131,14
10649,2,14
10649,11869,14
10649,12027,14
10649,11247,14
10649,11400,14
10649,11175,14
10649,11719,14
10649,10781,14
10649,11130,14
10649,11667,14
10649,11520,14
10649,12083,14
10649,10956,14
10649,11977,14
